0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
201310,0,21437519.71,662.8,5714600.74,-700935.16,3079408.58,9663384.71,6878786.5,185113.38,202809.96,78645.9,11805.28,4616141.65,4245525.57,0,5714600.74,-700935.16,3079408.58,9663384.71,13100981.18,6878786.5,0,4419280.59,16374188.84,36824.36,23169172.96,1112813.51,185113.38,202809.96,78645.9,11805.28,14705432.88,19196858.73,32297839.91,16254771.07,859173.8,72342175.62,28408951.3,41332089.62,2545701.87,3907532.8,-2456935.52,662.8,0,0,10089291.22,12009245.5,0,6019612.7,5335193.59,0,0,-10748.46,4821.68,0,344661.28,1007314.559,8862525.5,1419963,197865654.2,30386.14,4302416.71,21525632.63
201311,0,20609289.64,0,4731028.5,-758147.56,3837556.14,10367740.02,10140571.35,92981.78,-6979.74,85497.9,48419.32,4535296.44,6324204.73,0,4731028.5,-758147.56,3837556.14,10367740.02,15291066.06,10140571.35,0,4013948.89,9664550.43,0,24430082.39,5181149.04,92981.78,-6979.74,85497.9,48419.32,11837800.69,12030228.15,27321294.21,14272558.66,1301238.46,84324136.22,33159857.45,48726247.6,2419422.7,3938983.68,-2885058.73,0,0,0,7302504.25,7948353.93,0,8839332.89,5369328.73,0,0,-14836.41,-11216.65,0,2648491.97,1044542.56,8862525.5,1419963,225244205.3,30386.14,6950908.68,13887864.54
201312,21406462.78,29224615.6,0,5031165.65,-2400328.76,6237884.9,10130393.09,-12233157.01,135826.3,-15702.48,85497.9,74153.37,8473752.72,23091868.68,16242941.03,5031165.65,-2400328.76,6237884.9,10130393.09,5698971.93,-12233157.01,0,24634300.06,49366219.12,300000,31383517.52,957429.53,135826.3,-15702.48,85497.9,74153.37,23202757.59,21984586,27683557.92,44150399.88,1062522.08,99936066.7,40864011.97,56447812.42,2602398.64,4857683.24,-3725308.72,0,0,0,14729004.87,21058531.2,5163521.75,-13295679.09,4938637.34,0,24355.29,-13383.92,-18699.61,0,-1762811.08,1869258.987,9125035.92,1593141,225256244.8,74290.73,4850584.57,71394375.83
201401,30570218.22,10653746.68,8231.86,7931704,1962542.33,4275342.57,12112239.23,3128990.04,460909.87,35264.42,75657.9,347302.23,1077619.21,1417892.65,22133146,7931704,1962542.33,4275342.57,12112239.23,17954056.44,3128990.04,0,10222807.77,14803784.9,3235.2,5577729.83,966795.19,460909.87,35264.42,75657.9,347302.23,2370622.14,30411585.92,48365642.36,2473638.34,545621.14,103476570.3,40915271.19,61261340.36,2975822.73,6780720.4,-3429368.26,8231.86,0,0,1293002.93,1055745.69,8437072.22,2583368.9,5791975.48,3781363.96,1167784.877,26123.22,-548.31,0,8024775.604,979431.2004,9125035.92,1593141,247897291.3,74290.73,5819653.21,28310228.39
201402,36549362.68,20359858.5,-127.9,7058305.29,640173.88,3635168.69,13310109.45,6372360.83,123701.1,-75866.28,75657.9,301680.74,996599.28,1811814.03,27938800.82,7058305.29,640173.88,3635168.69,13310109.45,5845518.79,6372552.23,191.4,2911261.64,16013417.74,0,12365216.92,655640.37,123701.1,-75866.28,75657.9,301680.74,2471621.97,16911122.85,22756641.65,5894287.56,365149.06,88794850.57,35077722.86,51179562.7,2964987.77,3717679.62,-2965512.26,-127.9,191.4,0,1475022.69,4082473.53,8610561.85,6007211.77,5155401.37,3232590.53,1207527.113,23960.15,378.26,0,3179005.615,943954.5379,9125035.92,1593141,266582357,74290.73,5578165.01,18714640.53
201403,38256826.66,17619874.26,-16.37,5431359.1,949353.99,2685814.7,12360115.85,7581307.05,633545.92,-127148.19,105353.13,616102.32,4492511.66,14389961.9,27838696.33,5431359.1,949353.99,2685814.7,12360115.85,-1446037.58,7581307.05,0,10240506.22,15794852.32,23106.61,25688610.9,1091917.29,633545.92,-127148.19,105353.13,616102.32,7245829.49,23811137.34,22365099.76,18060048.83,931476.34,77297231.44,34187844.04,41202276.27,3190646.39,3993841.69,-3653590.09,-16.37,0,0,2753317.83,3670086.93,10418130.33,6649830.71,5555220.38,3576952.66,1579780.208,26969.99,79456.53,-952556.04,3690610.471,1504945.796,10102021.76,2532180,271466194.5,104919.7,4354183.6,15959218.71
201404,39077532.7,11933700.14,628.94,4796019.8,-365603.64,3051418.34,11897988.36,14847255.2,306076.03,205551.47,79091.4,262866.78,1650187.3,6710453.57,30074630.83,4796019.8,-365603.64,3051418.34,11897988.36,21683879.87,14847255.2,0,7740707.67,19230871.57,0,24691333.92,4571853.34,306076.03,205551.47,79091.4,262866.78,7391171.96,9839161.65,31523041.52,9784241.27,1165185.39,77468699.91,35908401.44,40769804.01,1482082.91,3697164.94,-3857322.5,628.94,0,0,5740984.66,3073787.7,9002901.87,13682069.81,5464473.12,3672320.34,1483885.463,31889.82711,-6128.96,-17943,3942767.22,1049286.753,10102021.76,2532180,252464343.2,104919.7,4984762.53,15613355.16
201405,44835101.09,16838031.82,5166.58,5508383.74,-149131.03,3200549.37,11142981.38,7892870.1,293384.24,-201172.47,233417.23,100964,3954842.73,13287150.93,31046542.22,5508383.74,-149131.03,3200549.37,11142981.38,16055968.77,7892870.1,0,19581081.86,33555570.93,0,20076139.81,1723122.39,293384.24,-201172.47,233417.23,100964,5533317.75,8353876.87,24409845.64,12058264.5,1156153.01,94267187.82,45356741.71,47743013.72,1835069.36,4050237.64,-3381158.53,5166.58,0,0,1578475.03,-1228886.43,13788558.87,6736717.09,5724871.57,4035885.02,1651600.292,46805.25,5650.41,0,5744949.628,1270785.454,10102021.76,2532180,212045254.7,104919.7,5580341.36,43437122.98
201406,36982837.97,24418791.73,16990.89,4647169.89,136247.05,3064302.32,11412508.54,26716884.16,511916.33,159772.56,109671.53,129829.05,8470975.53,29669528.65,27898311.44,4647169.89,136247.05,3064302.32,11412508.54,34446875.31,26986884.16,270000,6480006.37,24358378.74,-243648.52,69778495.53,1780476.45,511916.33,159772.56,109671.53,129829.05,18613858.33,53510718.38,87957593.69,43361829.67,3198450.7,66374522.48,31677134.4,33420248.63,1347580.62,5039149.88,-3078359.04,16990.89,270000,0,10142882.8,13692301.02,9084526.52,23518433.46,5519897.07,3860343.89,1429308.148,46144.28,-2076798.09,9790583.926,4407756.862,1156260.352,9665454.59,2314150,215132658.4,76178.18,5715563.29,49567626.74
201407,45634691.99,13241502.89,2680.89,6403403.09,584385.6,2479916.72,12364328.01,7794001.95,476649.53,6982.76,94576.06,108303.2,1753380.1,2367175.97,31273869.46,6403403.09,584385.6,2479916.72,12364328.01,970304.32,7794001.95,0,17267584.18,21496518.88,-98133.48,10538917.11,1919547.3,476649.53,6982.76,94576.06,108303.2,4425223.35,14724165.2,15694469.51,3292428.35,1235286.57,94505674.24,53741810.09,52074776.79,6814344.06,2691803.52,-3618384.39,2680.89,0,0,2671843.25,925252.38,14360822.53,6558715.38,5569142.441,3727036.171,1972619.065,40518.04,-454708.4,0,4216166.124,1110552.919,9665454.59,2314150,180634912.3,64928.18,5759340.66,17328427.03
201408,50726750.83,24100882.1,-214.53,5062023.37,-1195521.02,3675437.74,12200538.59,7583444.52,205532.05,-67346.47,93436.26,152718.94,2294189.83,5442441.63,33301499.54,5062023.37,-1195521.02,3675437.74,12200538.59,-600867.39,7583444.52,0,10828056.61,15864075.14,271759.92,15088313.06,1577855.21,205532.05,-67346.47,93436.26,152718.94,6707518.87,7410502.93,6809635.54,7500137.09,1461681.71,85477378.29,40706810.69,39736331.8,4699368.82,2468028.1,-4036331.41,-214.53,0,0,4413329.04,2057695.46,17425251.28,6121762.81,5551393.96,3783190.12,1814310.167,42629.75,5644.63,0,4870223.367,1123604.38,9665454.59,2314150,197097729.3,64928.18,5873729.88,29437155.5
201409,48542356.11,21422518.31,-137.49,7344846.16,1430681.37,2244756.37,14647885.02,15001193.83,183530.63,70290.66,118637.7,61984.86,7789478.87,16449259.62,30819057.28,7344846.16,1430681.37,2244756.37,14647885.02,12488527.43,18721193.83,3720000,10881605.39,20260207.62,3252.89,43110683.13,1972069.61,183530.63,70290.66,118637.7,61984.86,15783876.59,16086672.25,28575199.68,24328882.06,2195148.72,72440512.87,34620504.3,36060941.82,1753087.9,2646927.5,-3479060.18,-137.49,3720000,0,7994397.72,7879622.43,17723298.82,12806045.11,6024965.85,4273996,2049474.374,58846.75,-128182.19,596801,4475970.361,1755528.899,11469960.43,3363424,209617822.1,70099,6201870.18,31812213.61
201410,53348253.61,20618060.31,855.42,6954480.59,-99914.88,2344671.25,15949099.72,13964701.71,569025.96,39984.32,82862.1,70467.14,2312824.69,14268286.58,34625336.78,6954480.59,-99914.88,2344671.25,15949099.72,9725692.51,14244701.71,280000,19252175.18,25802926.82,0,38601625.42,1611004.14,569025.96,39984.32,82862.1,70467.14,10542279.04,13276310.8,23002003.31,24446589.76,1059781.71,94644393.85,44750149.73,48480070.68,1423560.16,2696857.82,-2788202.01,855.42,280000,0,8229454.35,10178303.18,18722916.83,12904920,6175209.893,4431996.693,2372306.664,54267.87,-62783.82,0,3472035.041,1636544.737,11469960.43,3363424,231331990.8,50025.7,5185642.46,45255764.01
201411,55510466.49,22723094.15,-399.49,6460531.48,-352548.11,2697219.36,15559255.35,11616884.66,115181.81,-157245.32,207095.66,28654.84,2447865.16,-273920.51,38401405.13,6460531.48,-352548.11,2697219.36,15559255.35,19826339.94,11616884.66,0,9819024.46,2345632.79,52098.96,12459927.75,2112172.92,115181.81,-157245.32,207095.66,28654.84,9017236.42,33772437.25,53598777.19,827778.74,941262.37,98962672.07,51109905.49,41553604.36,6275455.61,3100940.17,-4113825.97,-399.49,0,0,6569371.25,1101699.25,17109061.36,10675622.29,6596284.41,4534345.09,2652446.39,80975.06,94.15,0,6128280.834,2216596.142,11469960.43,3363424,337807586.2,50025.7,5357588.46,11139025.97
201412,38937374.4,22351272.66,21293.7,11520811.48,-1495613.56,4192832.92,14498844.14,17625655.52,533452.66,-378208.53,600610.19,25988.42,17709275.69,34500323.38,33821278.51,11520811.48,-1495613.56,4192832.92,14498844.14,25400188.62,19931440.92,2305785.4,35195171.09,40691573.37,3791.23,69886502.13,1893640.46,533452.66,-378208.53,600610.19,25988.42,31423213.6,100231238.2,125631426.8,50800261.83,1774459.95,125970339.2,56204475.94,63601656.1,6299752.47,4893211.11,-4562671.33,21293.7,2305785.4,0,13713937.91,16299938.45,5116095.89,15851195.57,11583718.66,7639225.37,4494821.343,10787.25,-872888.47,-5023336.988,8282711.69,3596595.277,12459785.73,3259736.26,360016945.7,281335.91,5682545.93,77726822.33
201501,46963849.87,14683012.08,159.66,8199880.07,1319341.08,2873491.84,14548443.79,8769581.87,307162.33,-11158.78,568716.53,964,1385615.31,2389391.25,40600497.37,8199880.07,1319341.08,2873491.84,14548443.79,7872113.75,8769581.87,0,24117540.21,17128055.57,0,13297513.77,1718941,307162.33,-11158.78,568716.53,964,4654009.04,12867007.14,20739120.89,4454522.34,231151.56,116020311,47166796.44,62174554.31,6793848.54,1763434.62,-3999501.24,159.66,0,0,3268393.72,2065131.09,6363352.5,8538430.31,6867431.29,4806956.74,1812256.62,34885.41,-4063.27,0,4070668.802,2468709.201,12459785.73,3259736.26,387481415.1,-600,5561779.44,44930754.98
201502,51702836.1,14486245.79,-89.22,8397287.2,512191.62,2361300.22,16498660.4,5197647.77,365779.97,123801.52,406079.34,48418.67,5017368.62,8095580.99,45406646.04,8397287.2,512191.62,2361300.22,16498660.4,8342661.29,5197647.77,0,4515202.14,8552837.78,612,17482513.5,6654141.31,365779.97,123801.52,406079.34,48418.67,8298162.25,12072529.29,20415190.58,11382945.37,387825.16,83806724.41,32210658.69,48426967.75,3266505.61,2845862.14,-3699772.81,-89.22,0,0,3280793.63,3287364.38,6296190.06,4809822.61,6578909.44,4402403.08,2166577.48,30719.87,-1.04,-53362.84,4564921.613,1776258.702,12459785.73,3259736.26,415310965.7,0,5833301.24,13019614.33
201503,50227716.93,15411608.96,4171.35,9697466.01,-537204.68,2898504.9,18227975.97,34395795.06,129822.3,-139967.6,570707.94,108543.92,12120277.15,19621667.99,42543286.99,9697466.01,-537204.68,2898504.9,18227975.97,42149844.32,34410537.06,14742,21166474.49,25164466.16,1390.02,55686490.04,1904947.79,129822.3,-139967.6,570707.94,108543.92,15485978.15,29665507.75,71815352.07,21627348.14,1882122.67,93172282.35,34094226.97,55909329.23,3196292.23,2986395.49,-4307571.35,4171.35,14742,0,3365701,2005680.15,7684429.94,32513672.39,7892509.64,5704494.4,2441185.844,25607.64,1309121.84,-678934.9371,8793778.043,1837563.603,18429555.44,4214948.17,461369267.6,11992.66,6348634.76,37829664.14
201504,57626479.3,20541018.6,2140.1,8612749.11,-430600.35,3329105.25,17921464.22,9740117.25,1268837.24,394450.76,146900.82,467818.25,4756485.28,13124221.59,47386306.66,8612749.11,-430600.35,3329105.25,17921464.22,13280247.5,9740117.25,0,10953913.06,41202297.84,1346.9,28440485.72,1816209.81,1268837.24,394450.76,146900.82,467818.25,8637913.2,13224016.18,26504263.68,18665734.23,754628.1,119299798,44613920.72,68048284.96,9262095.22,2030117.93,-4655856.81,2140.1,0,0,3881427.91,5541512.64,10240172.64,8985489.15,7559704.57,5325745.12,954369.8533,26879.59,-276935.4738,-120772,6226008.885,2301661.723,18429555.44,4214948.17,460313957.2,11992.66,6988318.07,51941758.68
201505,60495890.46,8274906.06,17018.43,7297852.28,-740715.8,4069821.05,16855936.34,12837572.78,268791.67,-302369.7,358516.82,189137.88,2576111.77,7301277.81,49948485.07,7297852.28,-740715.8,4069821.05,16855936.34,18936585.43,12837572.78,0,12844098.38,20585111.96,48285.32,25200230.34,2283547.07,268791.67,-302369.7,358516.82,189137.88,9200661.09,3857067.16,22793652.59,12325903.58,1787699.76,113189791,42791022.77,63351280.55,7165031.3,2568449.25,-4526936.04,17018.43,0,0,6624549.32,5024625.77,10547405.38,11049873.02,8026554.17,5793695.88,2715047.711,14349.24,1889.07,0,6734889.368,1617137.778,18429555.44,4214948.17,496328064.5,11992.66,7128489.59,34059830.67
201506,47329897.38,30142343.19,138.68,10217750.66,1408682.4,2661138.65,17168347.2,26513186.16,653032.64,203485.68,314415.51,241775.01,13603895.29,29837825.25,42958615.51,10217750.66,1408682.4,2661138.65,17168347.2,33554659.58,26523086.16,9900,31167192.96,20122050.62,18954.16,70066378.54,2098588.84,653032.64,203485.68,314415.51,241775.01,22983719.29,79948232.81,113502892.4,43414401.46,2328876.34,91792120.81,40344872.35,43367184.07,8071421.41,2784736.24,-4890712.93,138.68,9900,0,9379824,13576576.21,4371281.87,24184309.82,6163658.4,4090038.73,1719454.895,16508.99,-637800.23,4213732.35,3179231.428,2493636.89,16081407.8,2506429.65,517121005.1,23862.06,5674593.09,60796627.68
201507,49746215.14,26051673.33,892.71,10861728.65,-519099.13,3180237.78,18480551.74,7312789.88,733317.47,136555.69,191953.67,246429.56,4501556,9154707.46,44931939.12,10861728.65,-519099.13,3180237.78,18480551.74,4038867.84,7312789.88,0,22211466.86,24615691.32,736.82,21249870.73,2440244.33,733317.47,136555.69,191953.67,246429.56,9163045.02,5811575.71,9850443.55,13924670.55,296243.86,106726456.5,47102860.44,53325266.3,6441598.75,2279237.74,-5538957.58,892.71,0,0,4661489.02,4769963.09,4814276.02,7016546.02,6386064.93,4237310.52,2148939.276,18830.21,285218.68,0,6472599.656,2344392.433,16081407.8,2506429.65,530020154.6,23862.06,6035051.96,46853949.31
